#,Actor,Alcance,Categoria,Justificacion_Inclusion,Mendelow,Interes,Justificacion_Interes,Poder,Justificacion_Poder,Legitimidad,Justificacion_Legitimidad,Urgencia,Justificacion_Urgencia,Capacidad_Articulacion,Justificacion_Articulacion,Genero,Justificacion_Genero
98.0,Electromovilidad Asociación A.G.,Chile, Gremio o asociación sectorial,"Asociación especializada en promover el desarrollo de la electromovilidad en Chile. Su participación aporta conocimiento técnico, experiencias sectoriales y capacidades de articulación que pueden acelerar la adopción de tecnologías de bajas emisiones y soluciones retrofit en el transporte público.",Mantener satisfecho,8.0,La organización promueve activamente la adopción de tecnologías de movilidad eléctrica. El retrofit puede convertirse en una herramienta complementaria para acelerar la descarbonización del transporte.,7.0,"Actúa como articulador del ecosistema de electromovilidad en Chile y puede influir en debates técnicos, regulatorios y comerciales relacionados con tecnologías de transición energética.",,,,,,,8.0,"Promueve activamente el desarrollo de la electromovilidad en Chile y tiene capacidad para incorporar criterios de género e inclusión dentro de las agendas de innovación, transición tecnológica y desarrollo de talento."
99.0,ANAC Chile,Chile, Gremio o asociación sectorial,"Asociación Nacional Automotriz de Chile, representante de fabricantes e importadores de vehículos. Su participación es relevante para aportar la visión de la industria automotriz, identificar oportunidades de innovación tecnológica y facilitar el diálogo sobre la transición hacia sistemas de movilidad más sostenibles.",Hacer seguimiento,4.0,"Representa fabricantes e importadores de vehículos, muchos de los cuales concentran su estrategia comercial en la venta de unidades nuevas. Su interés en retrofit es relativamente limitado frente a otras alternativas de mercado.",6.0,"Representa a fabricantes e importadores con capacidad de influencia sectorial, aunque el retrofit no necesariamente se encuentra alineado con los intereses de todos sus miembros.",,,,,,,6.0,"Puede sensibilizar e influir sobre empresas automotrices respecto a la incorporación de políticas de diversidad e inclusión, aunque no constituye una prioridad histórica de la organización."
100.0,Asociación Automotriz del Perú (AAP),Perú, Gremio o asociación sectorial,"Entidad representativa del sector automotor peruano que agrupa a fabricantes, importadores y actores de la industria. Su participación es importante para comprender las dinámicas del mercado, identificar barreras para la adopción de nuevas tecnologías y apoyar la construcción de estrategias de retrofit vehicular en el país.",Hacer seguimiento,4.0,"La organización tiene interés general en la evolución del sector automotor, pero la reconversión vehicular no constituye actualmente uno de sus principales focos de actuación.",6.0,"Tiene capacidad de interlocución con autoridades y empresas del sector automotor peruano, pudiendo influir en discusiones sobre modernización vehicular y nuevas tecnologías.",,,,,,,6.0,Tiene capacidad para promover buenas prácticas de inclusión dentro del sector automotor peruano y apoyar iniciativas que fortalezcan la participación femenina en la industria.
101.0,Bancóldex,Colombia, Banca de desarrollo y financiamiento,"Entidad financiera de desarrollo empresarial de Colombia con capacidad para estructurar líneas de crédito, instrumentos financieros y programas de apoyo orientados a la modernización tecnológica. Su participación es relevante para facilitar el acceso a financiamiento de proyectos de retrofit y transición hacia flotas de bajas emisiones.",Manejar de cerca,8.0,La entidad puede desempeñar un papel relevante en la estructuración de líneas de crédito y mecanismos financieros para viabilizar proyectos de retrofit. El desarrollo de este mercado representa una oportunidad clara para promover inversión en tecnologías limpias y modernización empresarial.,8.0,"Puede estructurar líneas de crédito, instrumentos financieros y programas específicos que faciliten la adopción de tecnologías retrofit por parte de operadores y empresas de transporte.",6.0,Entidad financiera pública reconocida por su experiencia en desarrollo empresarial y financiación de procesos de transformación productiva.,5.0,"Aunque puede desempeñar un papel importante en el financiamiento de proyectos de electromovilidad, no se observan actualmente iniciativas emblemáticas de electromovilidad lideradas directamente por la entidad.",7.0,"Puede reunir empresas, entidades públicas y actores financieros alrededor de instrumentos de financiación para innovación, sostenibilidad y transición tecnológica.",8.0,"Como banca pública de desarrollo tiene capacidad para incorporar criterios de género en líneas de crédito, programas empresariales y mecanismos de financiamiento vinculados a transición energética, innovación y movilidad sostenible. Además, puede condicionar instrumentos financieros para promover mayor participación femenina en sectores productivos."
102.0,Findeter,Colombia, Banca de desarrollo y financiamiento,Banca de desarrollo colombiana especializada en financiación de infraestructura y desarrollo territorial. Su participación es importante para estructurar mecanismos de financiamiento que impulsen la renovación y reconversión tecnológica de flotas de transporte público urbano.,Manejar de cerca,8.0,"La modernización de flotas urbanas se alinea con sus objetivos de financiamiento de infraestructura y desarrollo territorial, lo que genera un interés significativo en soluciones que contribuyan a la sostenibilidad del transporte.",8.0,Tiene capacidad para movilizar recursos financieros hacia proyectos de transporte sostenible y apoyar esquemas de modernización de flotas mediante mecanismos de financiación especializados.,6.0,"Institución financiera de desarrollo con credibilidad en proyectos de infraestructura, transporte y desarrollo territorial.",4.0,"Mantiene capacidad para apoyar proyectos de transporte sostenible, pero la electromovilidad no aparece actualmente como una de sus líneas de actuación más visibles o urgentes.",8.0,"Posee amplia experiencia en la estructuración de proyectos territoriales complejos que requieren coordinación entre gobiernos, empresas, financiadores y organismos de cooperación.",8.0,"La entidad ha incorporado criterios de sostenibilidad e inclusión en diversos programas de desarrollo territorial. Su capacidad de estructuración y asistencia técnica le permite promover enfoques de género en proyectos de movilidad, infraestructura y desarrollo urbano."
103.0,Financiera de Desarrollo Nacional (FDN),Colombia, Banca de desarrollo y financiamiento,"Entidad financiera especializada en estructuración y financiamiento de proyectos de infraestructura en Colombia. Su participación resulta relevante para apoyar modelos de negocio, esquemas de inversión y mecanismos financieros que permitan escalar programas de retrofit vehicular.",Manejar de cerca,8.0,"El retrofit puede generar oportunidades para estructurar esquemas de financiamiento innovadores en transporte sostenible, particularmente cuando se desarrollen proyectos de gran escala asociados a flotas urbanas.",8.0,Posee capacidades de estructuración financiera e influencia sobre proyectos estratégicos de infraestructura y transporte que pueden facilitar el escalamiento del retrofit.,6.0,"Entidad especializada en estructuración financiera de proyectos estratégicos, con legitimidad relevante en infraestructura y movilidad.",4.0,"Posee potencial para estructurar proyectos asociados a movilidad sostenible, aunque no se identifican iniciativas recientes de electromovilidad que justifiquen una urgencia superior.",8.0,Su modelo de trabajo exige coordinar múltiples actores públicos y privados para estructurar proyectos de infraestructura y transporte de gran escala.,7.0,"Aunque su foco principal es la estructuración financiera de proyectos, puede contribuir a incorporar criterios de inclusión y diversidad en iniciativas de infraestructura y transporte de gran escala."
104.0,Nacional Financiera (NAFIN),México, Banca de desarrollo y financiamiento,Institución financiera de desarrollo de México con experiencia en financiamiento empresarial e innovación tecnológica. Su participación es relevante para promover instrumentos financieros que faciliten la adopción de tecnologías de bajas emisiones y proyectos de reconversión vehicular.,Mantener satisfecho,7.0,"Tiene interés en promover innovación y competitividad empresarial, aunque el retrofit representa solo una de múltiples alternativas de financiamiento vinculadas a la transición tecnológica.",7.0,Puede impulsar instrumentos crediticios y programas de apoyo empresarial orientados a tecnologías limpias y modernización del transporte en México.,,,,,,,8.0,"Como banca de desarrollo mexicana posee capacidad para impulsar programas de financiamiento empresarial con enfoque inclusivo, apoyar emprendimientos liderados por mujeres y promover mecanismos de acceso equitativo al financiamiento."
105.0,BANOBRAS,México, Banca de desarrollo y financiamiento,Banco nacional de obras y servicios públicos de México con amplia experiencia en financiamiento de infraestructura y transporte. Su participación es importante para impulsar inversiones que favorezcan la modernización de flotas y la implementación de tecnologías retrofit en sistemas de movilidad urbana.,Mantener satisfecho,7.0,"La modernización del transporte público puede requerir instrumentos de financiamiento compatibles con su misión institucional, aunque el retrofit no constituye actualmente una línea prioritaria específica.",7.0,Cuenta con capacidad para financiar iniciativas de transporte público e infraestructura urbana que podrían incorporar componentes asociados al retrofit vehicular.,,,,,,,7.0,"Tiene capacidad para incorporar criterios de inclusión en proyectos financiados de infraestructura y transporte, aunque la agenda de género no constituye históricamente uno de sus ejes más visibles."
106.0,CORFO,Chile, Banca de desarrollo y financiamiento,"Corporación de fomento de Chile dedicada a impulsar la innovación, la competitividad y el desarrollo productivo. Su participación es relevante para promover programas de financiamiento, innovación tecnológica y fortalecimiento empresarial vinculados a la reconversión de flotas y la electromovilidad.",Manejar de cerca,8.0,"La entidad tiene interés en iniciativas de innovación, desarrollo productivo y transición tecnológica. El retrofit puede generar oportunidades de emprendimiento, innovación y fortalecimiento industrial.",8.0,"Es una de las instituciones más influyentes de Chile en materia de innovación y desarrollo productivo, con capacidad para impulsar programas tecnológicos y mecanismos de apoyo al sector.",7.0,"Institución pública chilena ampliamente respetada en innovación y desarrollo productivo, con capacidad de influir sobre programas estratégicos nacionales.",8.0,"Continúa impulsando programas vinculados a innovación tecnológica, transición energética y desarrollo de ecosistemas asociados a electromovilidad en Chile. ",9.0,"Ha demostrado históricamente una alta capacidad para articular gobierno, empresas, academia, centros tecnológicos y organismos internacionales alrededor de agendas de innovación y desarrollo productivo.",9.0,"Es una de las instituciones más activas de la región en el impulso de innovación, emprendimiento y desarrollo productivo. Ha promovido programas específicos para fortalecer la participación de mujeres en ecosistemas de innovación y tecnologías emergentes."
107.0,COFIDE,Perú, Banca de desarrollo y financiamiento,Banco de desarrollo del Perú especializado en promover inversiones y apoyar proyectos estratégicos para el país. Su participación es relevante para facilitar mecanismos financieros que permitan acelerar la adopción de tecnologías retrofit y la modernización del transporte público.,Mantener satisfecho,7.0,"Puede apoyar mecanismos financieros para la modernización de flotas, aunque el retrofit compite con otras prioridades de inversión e infraestructura dentro de su ámbito de actuación.",7.0,Posee capacidad para facilitar financiamiento a proyectos estratégicos y promover instrumentos financieros vinculados a la modernización del transporte en Perú.,,,,,,,7.0,Como banca de desarrollo peruana puede promover acceso inclusivo al financiamiento y fortalecer la participación femenina en iniciativas empresariales y proyectos de transformación productiva.
108.0,Banco Interamericano de Desarrollo (BID),Regional Latinoamérica, Banca de desarrollo y financiamiento,"Organismo multilateral de desarrollo con amplia experiencia en movilidad sostenible, transición energética y cambio climático en América Latina. Su participación es estratégica para aportar financiamiento, asistencia técnica y conocimiento especializado que facilite la implementación de programas de retrofit vehicular.",Manejar de cerca,8.0,"La movilidad sostenible, la descarbonización y la transición energética forman parte de sus líneas estratégicas. El retrofit puede convertirse en una herramienta complementaria para alcanzar estos objetivos en la región.",8.0,"Tiene capacidad de movilizar recursos financieros, asistencia técnica y conocimiento especializado a escala regional, influyendo significativamente sobre agendas de movilidad sostenible.",8.0,Institución multilateral altamente reconocida cuyas metodologías y recomendaciones son frecuentemente consideradas por gobiernos y entidades públicas.,9.0,"Mantiene programas regionales de electromovilidad, financiamiento especializado y plataformas de apoyo a proyectos eléctricos de transporte en América Latina. ",10.0,"Posee una de las mayores capacidades de articulación de la región, convocando gobiernos, entidades financieras, organismos de cooperación, empresas y operadores alrededor de proyectos comunes.",10.0,"Es uno de los actores más influyentes de América Latina en materia de género e inclusión. Ha desarrollado metodologías, salvaguardas, indicadores y requisitos que permiten transversalizar el enfoque de género en programas de transporte, energía, infraestructura y desarrollo económico."
109.0,BID Invest,Regional Latinoamérica, Banca de desarrollo y financiamiento,"Institución del Grupo BID enfocada en la financiación del sector privado. Su participación es relevante para movilizar inversión, desarrollar modelos de negocio innovadores y facilitar el acceso a capital para empresas involucradas en la cadena de valor del retrofit vehicular.",Mantener satisfecho,7.0,"Existe interés en oportunidades de inversión privada relacionadas con movilidad sostenible y tecnologías limpias, aunque el retrofit constituye solo una parte del universo de proyectos potencialmente financiables.",7.0,"Puede catalizar inversión privada y facilitar el financiamiento de empresas involucradas en el ecosistema retrofit, especialmente en proyectos con potencial de escalamiento.",,,,,,,9.0,"Ha integrado criterios de diversidad, equidad e inclusión dentro de sus operaciones de financiamiento al sector privado, promoviendo mejores prácticas empresariales y participación de mujeres en sectores estratégicos."
110.0,CAF - Banco de Desarrollo de América Latina y el Caribe,Regional Latinoamérica, Banca de desarrollo y financiamiento,"Banco multilateral de desarrollo con amplia trayectoria en proyectos de movilidad sostenible e infraestructura en América Latina. Su participación es importante para aportar financiamiento, asistencia técnica y buenas prácticas internacionales relacionadas con la electrificación y reconversión de flotas.",Manejar de cerca,8.0,La entidad promueve activamente iniciativas de movilidad urbana sostenible y transición energética. El retrofit puede contribuir a estos objetivos y generar oportunidades de financiamiento y asistencia técnica.,8.0,"Posee una fuerte capacidad de financiamiento, articulación regional y asistencia técnica para promover proyectos de movilidad sostenible y transición energética en América Latina.",8.0,Organismo multilateral de amplia aceptación regional que contribuye a la formulación de políticas y proyectos de movilidad sostenible.,9.0,"Continúa financiando e impulsando proyectos de movilidad sostenible, electrificación de la demanda y transporte urbano bajo en emisiones en toda la región. ",10.0,"Actúa de forma permanente como plataforma de articulación regional entre gobiernos, empresas, banca de desarrollo y organismos internacionales para impulsar iniciativas de infraestructura y movilidad sostenible.",10.0,"La entidad ha fortalecido de manera significativa sus agendas de género, inclusión y diversidad, promoviendo herramientas específicas para incorporar estos enfoques en proyectos de movilidad, infraestructura, energía y desarrollo sostenible en toda la región."
111.0,GIZ,Regional Latinoamérica, Cooperación internacional y organismos multilaterales,"Organismo internacional de cooperación con amplia experiencia en transición energética, movilidad sostenible y fortalecimiento institucional en América Latina. Su participación es relevante para aportar asistencia técnica, intercambio de experiencias internacionales y apoyo al diseño de políticas públicas relacionadas con el retrofit vehicular.",Mantener satisfecho,8.0,"La organización impulsa programas de transición energética, sostenibilidad y fortalecimiento institucional en América Latina. El retrofit puede constituir un instrumento alineado con varias de sus líneas de cooperación.",7.0,"Posee una importante capacidad de influencia mediante asistencia técnica, cooperación internacional, fortalecimiento institucional y apoyo a políticas públicas relacionadas con movilidad sostenible y transición energética.",,,,,,,10.0,"La igualdad de género constituye uno de los ejes transversales de múltiples programas de cooperación implementados por la organización. Posee metodologías, capacidades técnicas y experiencia directa en la incorporación de enfoques de género dentro de proyectos de energía, movilidad sostenible, cambio climático y desarrollo económico."
112.0,Consejería Presidencial para la Equidad de la Mujer,Colombia," Género, inclusión y equidad","Entidad encargada de promover la igualdad de oportunidades y la participación de las mujeres en Colombia. Su participación es relevante para incorporar enfoques de género e inclusión dentro de la hoja de ruta de retrofit, promoviendo una transición justa y mayores oportunidades de participación femenina en el sector.",Hacer seguimiento,4.0,"Su interés está asociado principalmente a las oportunidades de inclusión laboral y participación femenina que puedan derivarse del sector, más que al retrofit como tecnología específica.",4.0,"Puede promover la incorporación de enfoques de género e inclusión en programas asociados al retrofit, aunque no tiene capacidad directa para modificar políticas sectoriales de transporte o energía.",,,,,,,10.0,Es una de las entidades gubernamentales especializadas en la promoción de políticas públicas de género en Colombia y cuenta con capacidad para orientar lineamientos institucionales aplicables a distintos sectores.
113.0,Ministerio de Igualdad y Equidad,Colombia," Género, inclusión y equidad","Entidad responsable de liderar las políticas de igualdad, inclusión y equidad en Colombia. Su participación permite incorporar consideraciones de género, inclusión social y acceso equitativo a oportunidades laborales y económicas derivadas de la transición tecnológica del sector transporte.",Hacer seguimiento,4.0,"La entidad puede contribuir a incorporar enfoques de inclusión y transición justa, pero el retrofit no forma parte central de su agenda institucional.",4.0,"Tiene capacidad para influir sobre políticas de inclusión y equidad, pero su incidencia sobre el desarrollo del mercado retrofit es indirecta y depende de la coordinación con otras entidades.",,,,,,,10.0,"Tiene como mandato central reducir brechas y promover la inclusión de grupos históricamente excluidos, constituyéndose en uno de los actores más relevantes para transversalizar el enfoque de género en políticas públicas."
114.0,Instituto Nacional de las Mujeres (INMUJERES),México," Género, inclusión y equidad","Institución responsable de promover los derechos y la participación de las mujeres en México. Su participación es relevante para integrar perspectivas de género dentro de las estrategias de retrofit vehicular, fortaleciendo acciones orientadas a la inclusión y al empleo de mujeres en sectores tradicionalmente masculinizados.",Hacer seguimiento,4.0,"El interés se concentra en garantizar oportunidades equitativas para las mujeres dentro de sectores emergentes, manteniendo una relación indirecta con el desarrollo del mercado retrofit.",4.0,"Puede impulsar lineamientos y recomendaciones orientadas a la inclusión de mujeres en sectores emergentes, aunque no posee capacidad de decisión sobre transporte o electromovilidad.",,,,,,,10.0,"Es la principal entidad pública mexicana especializada en igualdad de género y puede aportar lineamientos, metodologías, indicadores y articulación institucional para fortalecer la inclusión en el sector transporte y energía."
115.0,Ministerio de la Mujer y la Equidad de Género,Chile," Género, inclusión y equidad","Entidad responsable de formular y coordinar las políticas de igualdad de género en Chile. Su participación es importante para garantizar que los beneficios asociados al retrofit y la electromovilidad incorporen criterios de equidad, participación y desarrollo de capacidades para las mujeres.",Hacer seguimiento,4.0,"Puede apoyar la incorporación del enfoque de género en programas asociados a movilidad sostenible, aunque el retrofit no constituye una prioridad temática propia.",4.0,"Su influencia se concentra en promover políticas de igualdad y participación, con capacidad limitada para modificar directamente las condiciones del mercado retrofit.",,,,,,,10.0,Es la autoridad rectora de las políticas de igualdad de género en Chile y posee experiencia en la incorporación transversal de estos enfoques dentro de programas públicos y sectoriales.
116.0,Ministerio de la Mujer y Poblaciones Vulnerables (MIMP),Perú," Género, inclusión y equidad",Entidad responsable de promover los derechos y la inclusión de las mujeres y poblaciones vulnerables en Perú. Su participación contribuye a integrar enfoques de género e inclusión dentro de iniciativas de movilidad sostenible y reconversión tecnológica del transporte.,Hacer seguimiento,4.0,La organización tiene interés indirecto en los potenciales beneficios sociales y de inclusión derivados de nuevos sectores económicos asociados a la transición tecnológica.,4.0,"Puede contribuir a la incorporación de enfoques inclusivos y de transición justa, aunque carece de atribuciones sobre regulación, financiamiento o implementación del retrofit.",,,,,,,10.0,Lidera las estrategias nacionales de igualdad e inclusión en Perú y cuenta con capacidad para promover la participación de mujeres en sectores emergentes asociados a la transición tecnológica.
117.0,SENA,Colombia, Formación y desarrollo de capacidades,Entidad líder en formación técnica y desarrollo de competencias laborales en Colombia. Su participación es fundamental para identificar necesidades de capacitación y desarrollar programas formativos orientados a las nuevas competencias requeridas para la implementación y mantenimiento de tecnologías retrofit. Tambien puede permitir la formación de programas educativos orientados a política de igualdad y genero.,Mantener satisfecho,7.0,"La expansión del retrofit genera demanda de nuevas competencias técnicas y especialización laboral, alineándose directamente con su misión de formación para el trabajo.",6.0,Es la principal entidad de formación técnica de Colombia y puede influir significativamente en la disponibilidad de talento humano especializado requerido para el desarrollo del ecosistema retrofit.,,,,,,,8.0,"Dispone de una amplia capacidad para promover formación técnica inclusiva, reducir brechas de acceso a empleos especializados y fortalecer la participación femenina en sectores industriales y tecnológicos."
118.0,CONALEP,México, Formación y desarrollo de capacidades,"Institución de formación técnica y profesional de México con amplia cobertura nacional. Su participación resulta relevante para fortalecer capacidades técnicas, formar talento humano especializado y facilitar la transición laboral asociada a la electrificación y reconversión vehicular.",Hacer seguimiento,6.0,"La necesidad de formar técnicos especializados en electromovilidad y tecnologías de reconversión vehicular puede generar oportunidades para la institución, aunque no constituye actualmente una prioridad central.",6.0,"Tiene capacidad para formar técnicos especializados y adaptar programas educativos a nuevas necesidades de la movilidad eléctrica, aunque su influencia sobre la política sectorial es limitada.",,,,,,,7.0,"Como institución de educación técnica puede desempeñar un papel importante en la formación de mujeres para ocupaciones vinculadas a movilidad eléctrica, energía y nuevas tecnologías."
119.0,ChileValora,Chile, Formación y desarrollo de capacidades,"Sistema nacional de certificación de competencias laborales en Chile. Su participación es importante para identificar perfiles ocupacionales, desarrollar estándares de competencias y certificar capacidades requeridas para la implementación de tecnologías retrofit y electromovilidad.",Hacer seguimiento,6.0,"El desarrollo del retrofit puede requerir nuevos perfiles ocupacionales y estándares de certificación de competencias laborales, creando un interés moderado para la entidad.",4.0,"Puede contribuir mediante la definición y certificación de competencias laborales asociadas al retrofit, pero posee una capacidad indirecta sobre el desarrollo del mercado.",,,,,,,8.0,"Tiene capacidad para incorporar criterios de inclusión y género en certificaciones de competencias laborales, contribuyendo a reducir barreras de acceso para mujeres en sectores técnicos."
120.0,SENATI,Perú, Formación y desarrollo de capacidades,"Institución líder en formación técnica e industrial en Perú. Su participación es relevante para preparar personal especializado, fortalecer capacidades operativas y desarrollar programas de formación vinculados a la reconversión tecnológica y el mantenimiento de flotas electrificadas.",Mantener satisfecho,7.0,"La formación de técnicos especializados en mantenimiento, electrificación y reconversión vehicular se relaciona directamente con su oferta educativa y sus objetivos institucionales.",6.0,Es una institución de referencia en formación técnica industrial en Perú y puede influir sobre la disponibilidad de capacidades técnicas necesarias para la implementación del retrofit.,,,,,,,7.0,"Puede promover programas de capacitación orientados a incrementar la participación femenina en actividades industriales, energéticas y de electromovilidad tradicionalmente dominadas por hombres."
121.0,TECSUP,Perú, Formación y desarrollo de capacidades,"Institución de educación superior especializada en ingeniería, tecnología e innovación en Perú. Su participación es relevante para desarrollar capacidades técnicas, apoyar procesos de investigación aplicada y formar talento humano especializado en tecnologías asociadas al retrofit vehicular y la electromovilidad.",Mantener satisfecho,7.0,"La transición hacia tecnologías de electromovilidad y retrofit genera nuevas necesidades de formación técnica especializada, alineándose directamente con su oferta académica y de capacitación tecnológica.",4.0,"Puede aportar formación, investigación aplicada y capacitación especializada, aunque su capacidad de transformar el ecosistema retrofit es principalmente indirecta.",,,,,,,7.0,"Como institución líder de educación técnica en Perú tiene capacidad para promover la participación femenina en sectores STEM, electromovilidad, energía e industria, contribuyendo a reducir brechas de acceso a empleos de alta demanda."
122.0,Mujeres en Movimiento,Colombia," Género, inclusión y equidad","Organización enfocada en promover la participación de las mujeres en los sectores de movilidad y transporte. Su participación es relevante para identificar barreras de género, promover la inclusión laboral y fortalecer la integración de enfoques de equidad dentro de la hoja de ruta de retrofit vehicular.",Hacer seguimiento,6.0,"La organización tiene interés en que las transformaciones del sector transporte generen mayores oportunidades de participación para las mujeres, aunque el retrofit constituye solo uno de varios temas dentro de la agenda de movilidad inclusiva.",4.0,"Posee capacidad de incidencia y sensibilización en temas de inclusión y movilidad, pero sin atribuciones directas sobre decisiones regulatorias o financieras del sector.",,,,,,,10.0,"La organización tiene como propósito central promover la participación de mujeres en el sector transporte y movilidad, generando espacios de incidencia, visibilidad, mentoría y fortalecimiento de capacidades."
123.0,Women in Energy Colombia,Colombia," Género, inclusión y equidad","Red profesional orientada a fortalecer la participación de las mujeres en el sector energético colombiano. Su participación es importante para promover diversidad, generación de capacidades y vinculación de talento femenino en la cadena de valor asociada a la transición energética y el retrofit vehicular.",Hacer seguimiento,6.0,"El crecimiento de actividades asociadas a la transición energética puede abrir nuevos espacios de participación laboral y liderazgo femenino, generando interés moderado en el desarrollo del ecosistema retrofit.",4.0,"Puede influir en redes profesionales, desarrollo de capacidades y visibilidad de talento femenino, aunque su capacidad para transformar el mercado retrofit es limitada.",,,,,,,10.0,"Es una de las principales redes especializadas en promover el liderazgo femenino, la inclusión laboral y la participación de mujeres en el sector energético colombiano."
124.0,Mujeres en Energía Renovable Latinoamérica,Regional Latinoamérica," Género, inclusión y equidad","Red regional que promueve la participación y el liderazgo de las mujeres en el sector de energías renovables. Su participación aporta experiencias, buenas prácticas y mecanismos para incorporar enfoques de género en iniciativas relacionadas con movilidad sostenible y reconversión tecnológica.",Hacer seguimiento,4.0,"Su interés se centra principalmente en la participación de mujeres en el sector energético. El retrofit puede contribuir indirectamente a este objetivo, pero no constituye una línea de trabajo prioritaria.",4.0,"Tiene capacidad para generar espacios de articulación y difusión de buenas prácticas, pero una influencia limitada sobre decisiones estructurales del sector.",,,,,,,10.0,"Tiene un enfoque explícito en fortalecer la participación de mujeres en la transición energética regional mediante formación, redes de apoyo, visibilización y generación de oportunidades profesionales."
125.0,Women in Green Hydrogen,Regional Latinoamérica," Género, inclusión y equidad","Red internacional dedicada a promover la participación de las mujeres en el desarrollo de tecnologías energéticas sostenibles. Su participación es relevante para fortalecer la inclusión, generar espacios de intercambio de conocimiento y fomentar oportunidades para mujeres en sectores emergentes vinculados a la transición energética.",Hacer seguimiento,2.0,La organización está enfocada principalmente en el desarrollo del ecosistema de hidrógeno. El retrofit vehicular presenta una relación muy indirecta con sus intereses institucionales.,2.0,"Su ámbito principal de actuación se concentra en hidrógeno y transición energética, con una influencia muy indirecta sobre el desarrollo específico del retrofit vehicular.",,,,,,,9.0,"Aunque se concentra en la industria del hidrógeno, desarrolla iniciativas específicamente orientadas a incrementar la participación femenina en sectores energéticos emergentes y de alto contenido tecnológico."
126.0,Women Mobilize Women (TUMI),Regional Latinoamérica," Género, inclusión y equidad","Iniciativa internacional orientada a aumentar la participación de las mujeres en la movilidad sostenible. Su participación resulta relevante para incorporar perspectivas de género en el diseño de políticas, programas y estrategias asociadas al retrofit vehicular y la modernización del transporte público.",Mantener satisfecho,7.0,"Promueve activamente la inclusión de las mujeres en sistemas de movilidad sostenible y transporte urbano, por lo que puede encontrar oportunidades relevantes en iniciativas de retrofit con enfoque de género.",4.0,"Puede influir en agendas de movilidad inclusiva y promover buenas prácticas internacionales, aunque carece de capacidad decisoria sobre el mercado retrofit.",,,,,,,10.0,"Es una iniciativa internacional creada específicamente para aumentar el liderazgo y la participación de mujeres en el sector transporte y movilidad sostenible, aportando metodologías, redes y capacidades especializadas."
127.0,ONU Mujeres,Regional Latinoamérica," Género, inclusión y equidad","Entidad líder de las Naciones Unidas en igualdad de género y empoderamiento de las mujeres. Su participación es clave para aportar metodologías, indicadores y buenas prácticas internacionales que permitan incorporar un enfoque transversal de género e inclusión dentro de la hoja de ruta de retrofit vehicular.",Hacer seguimiento,6.0,"Tiene interés en promover empleo, inclusión y participación económica de las mujeres en sectores emergentes, aunque el retrofit representa únicamente un mecanismo potencial para avanzar en dichos objetivos.",6.0,"Posee capacidad de incidencia internacional, generación de lineamientos y articulación institucional que puede influir en la incorporación del enfoque de género dentro de programas de retrofit.",,,,,,,10.0,"Es la principal organización internacional especializada en igualdad de género y empoderamiento de las mujeres. Cuenta con metodologías, asistencia técnica y capacidad de incidencia global para transversalizar el enfoque de género en políticas públicas."
128.0,PNUD,Regional Latinoamérica, Cooperación internacional y organismos multilaterales,"Organismo de las Naciones Unidas especializado en desarrollo sostenible, fortalecimiento institucional e inclusión social. Su participación es relevante para aportar asistencia técnica, metodologías de desarrollo inclusivo y experiencias internacionales relacionadas con transición energética y movilidad sostenible.",Hacer seguimiento,6.0,"La organización mantiene interés en iniciativas relacionadas con desarrollo sostenible, acción climática y transición justa. El retrofit puede contribuir a estas agendas, aunque no constituye una prioridad temática específica.",6.0,"Cuenta con capacidad para movilizar cooperación técnica, generar conocimiento y apoyar políticas públicas relacionadas con sostenibilidad y transición justa.",,,,,,,9.0,"Ha incorporado de manera consistente enfoques de género, inclusión y desarrollo sostenible en programas de energía, movilidad, cambio climático y fortalecimiento institucional a nivel global."
129.0,GIZ – Programa de Igualdad de Género,Regional Latinoamérica, Cooperación internacional y organismos multilaterales,"Programa especializado de cooperación internacional orientado a promover la igualdad de género en iniciativas de desarrollo. Su participación es relevante para incorporar herramientas, lineamientos y buenas prácticas que aseguren la integración efectiva del enfoque de género en las estrategias de retrofit vehicular.",Hacer seguimiento,6.0,Busca incorporar enfoques de inclusión y equidad en proyectos de desarrollo. El retrofit puede representar una oportunidad para promover nuevos espacios laborales y de capacitación para mujeres.,6.0,"Puede influir mediante asistencia técnica, fortalecimiento institucional y lineamientos metodológicos para integrar el enfoque de género en iniciativas de movilidad sostenible.",,,,,,,10.0,"Su objetivo específico es integrar el enfoque de género en programas de cooperación internacional, contando con herramientas metodológicas y experiencia práctica para apoyar la transversalización de la igualdad en distintos sectores."
130.0,BID Género y Diversidad,Regional Latinoamérica," Género, inclusión y equidad","Unidad especializada del Banco Interamericano de Desarrollo enfocada en igualdad de género y diversidad. Su participación es relevante para aportar conocimiento técnico, metodologías y criterios que permitan maximizar los beneficios sociales e inclusivos derivados de la transición tecnológica del transporte.",Mantener satisfecho,6.0,"Existe interés en garantizar que las inversiones y programas de transición tecnológica generen beneficios inclusivos, aunque el retrofit es solo uno de muchos sectores donde actúa la división.",7.0,"Posee capacidad para condicionar criterios de inclusión y género en operaciones financiadas por el BID, influyendo de manera significativa en proyectos regionales vinculados al transporte sostenible.",,,,,,,10.0,"Es una de las unidades especializadas más influyentes de América Latina en materia de inclusión, género y diversidad, con capacidad para diseñar metodologías, indicadores y requisitos aplicables a proyectos de infraestructura, energía y transporte."
